Tabletop Simulator - Scuttle!,Strategy,RPG,Indie,Casual,Simulation,,,,,,,,,,,,,,,
Tabletop Simulator - Battle For Souls,RPG,Indie,Casual,Simulation,Strategy,,,,,,,,,,,,,,,
Voidtrain,Open World Survival Craft,Survival,Multiplayer,Co-op,Open World,Base Building,Crafting,Adventure,Online Co-Op,First-Person,Exploration,Building,Atmospheric,Sandbox,Singleplayer,Action,Simulation,Early Access,Indie,Trains
WrestleQuest,RPG,JRPG,Party-Based RPG,Adventure,Turn-Based Combat,Fantasy,Wrestling,Story Rich,Pixel Graphics,Action RPG,1980s,1990's,Choices Matter,Combat,Cute,2D,Singleplayer,Funny,Retro,Old School
Terraria,Open World Survival Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Pixel Graphics,Crafting,Building,Exploration,Co-op,Open World,Online Co-Op,Indie,Action,RPG,Singleplayer,Replay Value,Platformer,Atmospheric
"Papers, Please",Indie,Political,Simulation,Singleplayer,Point & Click,Pixel Graphics,Dystopian,Multiple Endings,Puzzle,Story Rich,Retro,Atmospheric,2D,Great Soundtrack,Addictive,Strategy,Replay Value,Casual,Adventure,Difficult
Tabletop Simulator - Battle For Souls,GDR,Indie,Passatempo,Simulazione,Strategia,,,,,,,,,,,,,,,
Voidtrain,Crafting e sopravvivenza a mondo aperto,Sopravvivenza,Multigiocatore,Co-op,Mondo aperto,Costruzione di basi,Creazione di oggetti,Avventura,Co-op online,Prima persona,Esplorazione,Costruzioni,Atmosfera ben riuscita,Sandbox,Giocatore singolo,Azione,Simulazione,Accesso anticipato,Indie,Treni
Tabletop Simulator - Scuttle!,Strategy,RPG,Indie,Casual,Simulation,,,,,,,,,,,,,,,
Tabletop Simulator - Scuttle!,Strategie,RPG,Indie,Casual,Sim,,,,,,,,,,,,,,,
PROJECT QUARANTINE,Actie,Shooter,FPS,Realistisch,3D,Leger,Duister,Tactisch,Vroegtijdige toegang,Combat,PvE,Co-op,Singleplayer,Looter-shooter,,,,,,
Escape Simulator,Puzzle,Co-op,Escape Room,First-Person,Multiplayer,Adventure,Controller,Mystery,Casual,Family Friendly,Indie,Singleplayer,Simulation,Online Co-Op,Story Rich,Point & Click,Level Editor,Exploration,Investigation,Walking Simulator
Hunt: Showdown,Open World,Tactical,Atmospheric,Multiplayer,FPS,Perma Death,Shooter,PvP,Survival Horror,Horror,Difficult,Western,Online Co-Op,Battle Royale,Co-op,Team-Based,Action,Gore,Zombies,First-Person
Squad,Military,Realistic,FPS,Multiplayer,Team-Based,Tactical,Shooter,War,First-Person,Action,Massively Multiplayer,Strategy,Modern,Base Building,Simulation,Wargame,Open World,Immersive Sim,Atmospheric,PvP
Hunt: Showdown,Open World,Tactical,Atmospheric,Multiplayer,FPS,Perma Death,Shooter,PvP,Survival Horror,Horror,Difficult,Western,Online Co-Op,Battle Royale,Co-op,Team-Based,Action,Gore,Zombies,First-Person
Ship Graveyard Simulator 2,Simulation,Destruction,Exploration,Management,Realistic,Building,Indie,First-Person,Relaxing,Casual,Sandbox,Action,Inventory Management,Atmospheric,Family Friendly,Adventure,Crafting,Education,Action-Adventure,Naval
Voidtrain,Open World Survival Craft,Survival,Multiplayer,Co-op,Open World,Base Building,Crafting,Adventure,Online Co-Op,First-Person,Exploration,Building,Atmospheric,Sandbox,Singleplayer,Action,Simulation,Early Access,Indie,Trains
PUBG: BATTLEGROUNDS,Survival,Shooter,Battle Royale,Multiplayer,FPS,PvP,Third-Person Shooter,Action,Online Co-Op,Tactical,Co-op,First-Person,Strategy,Early Access,Competitive,Third Person,Team-Based,Difficult,Simulation,Stealth
BattleBit Remastered,FPS,Shooter,Multiplayer,Destruction,Military,Massively Multiplayer,PvP,Action,War,First-Person,Tactical,Team-Based,Combat,Class-Based,Character Customization,Early Access,Gun Customization,3D,Indie,Voxel
Train Sim World� 3,Simulation,Trains,Driving,Realistic,Singleplayer,Transportation,First-Person,Relaxing,Physics,Family Friendly,Immersive Sim,Atmospheric,Multiplayer,Automobile Sim,Open World,Story Rich,Mature,Adventure,Psychological Horror,Survival Horror
Tabletop Simulator - Battle For Souls,RPG,Indie,Casual,Simulation,Strategy,,,,,,,,,,,,,,,
Serum,Early Access,Action,Adventure,Simulation,Action-Adventure,Walking Simulator,Exploration,Hidden Object,3D,First-Person,Dark,Post-apocalyptic,Sci-fi,Survival,Mystery,Crafting,Story Rich,Base Building,Character Customization,Open World
Pavlov VR,VR,Shooter,Action,Multiplayer,FPS,Military,Zombies,Gore,First-Person,Singleplayer,Funny,Violent,Co-op,Competitive,Indie,Memes,Team-Based,PvP,Simulation,Early Access
Arma 3,Military,Action,Multiplayer,Simulation,Shooter,Realistic,First-Person,Open World,Tactical,FPS,War,Co-op,Strategy,Sandbox,Singleplayer,Moddable,Combat,Online Co-Op,Team-Based,Third-Person Shooter
Euro Truck Simulator 2,Driving,Transportation,Simulation,Open World,Automobile Sim,Realistic,Moddable,Relaxing,Exploration,Immersive Sim,Economy,Management,Atmospheric,Multiplayer,Controller,Family Friendly,Third Person,Adventure,Casual,Indie
Shadows of Doubt,Early Access,Detective,Immersive Sim,Sandbox,Noir,Voxel,Stealth,Procedural Generation,Puzzle,First-Person,Action,Open World,Singleplayer,Cyberpunk,RPG,Indie,Adventure,Action RPG,Pixel Graphics,Atmospheric
Tabletop Simulator - Scuttle!,�������,������� ���,���,��������� ���,��������,,,,,,,,,,,,,,,
Hunt: Showdown - Meridian Turncoat,Action,Gore,Violent,Survival,Multiplayer,Survival Horror,Perma Death,Shooter,First-Person,Horror,Team-Based,Combat,Atmospheric,Lore-Rich,FPS,Gun Customization,Hunting,America,Character Customization,Beautiful
Train Sim World�: S-Bahn Zentralschweiz: Luzern - Sursee Route Add-On - TSW2 & TSW3 compatible,Simulation,,,,,,,,,,,,,,,,,,,
Euro Truck Simulator 2 - Heavy Cargo Pack,Simulation,Indie,Driving,Open World,Multiplayer,Singleplayer,Moddable,Realistic,Casual,Free to Play,Atmospheric,Online Co-Op,,,,,,,,
Euro Truck Simulator 2 - Ice Cold Paint Jobs Pack,Simulation,Indie,Driving,Singleplayer,,,,,,,,,,,,,,,,
Euro Truck Simulator 2 - Space Paint Jobs Pack,Simulation,Indie,,,,,,,,,,,,,,,,,,
Hunt: Showdown - Azure Arsenal,Action,Violent,Gore,PvP,Multiplayer,Survival Horror,Combat,Atmospheric,First-Person,Shooter,Horror,Great Soundtrack,Western,Zombies,Character Customization,Beautiful,Team-Based,PvE,Hunting,America
Euro Truck Simulator 2 - Wielton Trailer Pack,Simulation,Indie,,,,,,,,,,,,,,,,,,
Euro Truck Simulator 2 - Heart of Russia,Simulation,Indie,Driving,Open World,Realistic,Multiplayer,Singleplayer,Atmospheric,Adventure,Relaxing,Automobile Sim,Exploration,First-Person,Casual,Controller,Family Friendly,Racing,,,
Euro Truck Simulator 2 - MAN TGX,Simulation,Indie,,,,,,,,,,,,,,,,,,
American Truck Simulator,Automobile Sim,Driving,Open World,Transportation,Simulation,America,Realistic,Moddable,Relaxing,Exploration,Economy,Atmospheric,Management,Immersive Sim,Multiplayer,Singleplayer,Adventure,Casual,Family Friendly,Level Editor
Euro Truck Simulator 2 - DAF XG/XG+,Simulation,Indie,Open World,,,,,,,,,,,,,,,,,
Euro Truck Simulator 2 - West Balkans,Simulation,Indie,Driving,Open World,Multiplayer,,,,,,,,,,,,,,,
Euro Truck Simulator 2 - Pink Ribbon Charity Pack,Simulation,Indie,,,,,,,,,,,,,,,,,,
Euro Truck Simulator 2 - Feldbinder Trailer Pack,Simulation,Indie,,,,,,,,,,,,,,,,,,
Euro Truck Simulator 2 - Heavy Cargo Pack,Simulation,Indie,Driving,Open World,Multiplayer,Singleplayer,Moddable,Realistic,Casual,Free to Play,Atmospheric,Online Co-Op,,,,,,,,
Train Sim World� 3,Simulation,Trains,Driving,Realistic,Singleplayer,Transportation,First-Person,Relaxing,Physics,Family Friendly,Immersive Sim,Atmospheric,Multiplayer,Automobile Sim,Open World,Story Rich,Mature,Adventure,Psychological Horror,Survival Horror
MudRunner,Offroad,Simulation,Automobile Sim,Driving,Multiplayer,Realistic,Open World,Physics,Co-op,Online Co-Op,Mod,Moddable,Singleplayer,Racing,Sandbox,Exploration,Atmospheric,Adventure,First-Person,Third Person
Euro Truck Simulator 2 - Special Transport,Simulation,Indie,Driving,Multiplayer,Open World,Singleplayer,Realistic,Difficult,,,,,,,,,,,,
Farming Simulator 17,Farming Sim,Simulation,Automobile Sim,Multiplayer,Agriculture,Open World,Realistic,Economy,Driving,Moddable,Singleplayer,Management,First-Person,Co-op,Online Co-Op,Family Friendly,Third Person,Sandbox,Strategy,Great Soundtrack
House Flipper,Simulation,Design & Illustration,Building,Singleplayer,Relaxing,Sandbox,Casual,Immersive Sim,Education,Management,Economy,Family Friendly,First-Person,Replay Value,Base Building,3D,Realistic,Indie,Moddable,Destruction
Euro Truck Simulator 2 - Wielton Trailer Pack,���������,����������,,,,,,,,,,,,,,,,,,
Farming Simulator 17,Landwirtschaftssimulation,Simulation,Fahrzeugsimulation,Mehrspieler,Landwirtschaft,Open World,Realistisch,Wirtschaftssimulation,Fahren,Modding,Einzelspieler,Management,Egoperspektive,Koop,Online-Koop,Familienfreundlich,Third-Person,Sandbox,Strategie,Guter Soundtrack
Euro Truck Simulator 2 - Special Transport,Simulation,Indie,Driving,Multiplayer,Open World,Singleplayer,Realistic,Difficult,,,,,,,,,,,,
Farming Simulator 19,Simulation,Farming Sim,Multiplayer,Agriculture,Realistic,Open World,Driving,Singleplayer,Management,Automobile Sim,Moddable,Co-op,Resource Management,Relaxing,First-Person,Online Co-Op,Economy,Family Friendly,Atmospheric,Strategy
American Truck Simulator - International� 9900i,Simulation,Indie,,,,,,,,,,,,,,,,,,
"Ranch Simulator - Build, Farm, Hunt",Early Access,Simulation,Multiplayer,Online Co-Op,Open World,Farming Sim,Farming,Job Simulator,Co-op,Realistic,Hunting,Sandbox,Singleplayer,Destruction,Management,Trading,Immersive Sim,Economy,Indie,Relaxing
Drug Dealer Simulator 2,Co-op,Action,Open World,Adventure,Crime,Singleplayer,Atmospheric,First-Person,Simulation,Sandbox,Mature,Realistic,Crafting,Management,Inventory Management,Indie,Resource Management,Strategy,Trading,Multiplayer
CityDriver,Casual,Simulation,Realistic,Automobile Sim,First-Person,Driving,Atmospheric,Relaxing,Singleplayer,Indie,Open World,3D,Third Person,Modern,Moddable,Physics,Tutorial,Controller,Early Access,Hentai
Car For Sale Simulator 2023,Immersive Sim,Driving,Trading,FPS,Automobile Sim,Life Sim,Simulation,3D,First-Person,Open World,Conversation,Realistic,Family Friendly,Cinematic,America,Modern,Singleplayer,Inventory Management,Early Access,Indie
Euro Truck Simulator 2,Driving,Transportation,Simulation,Open World,Automobile Sim,Realistic,Moddable,Relaxing,Exploration,Immersive Sim,Economy,Management,Atmospheric,Multiplayer,Controller,Family Friendly,Third Person,Adventure,Casual,Indie
Havendock,Early Access,Colony Sim,Life Sim,Farming Sim,Simulation,Casual,Sandbox,Base Building,Relaxing,City Builder,Crafting,Building,Resource Management,Automation,Wholesome,Management,Co-op,Agriculture,Cozy,Open World
Street Legal 1: REVision,Simulation,Racing,Driving,Destruction,Automobile Sim,Open World,Moddable,Immersive Sim,Physics,Exploration,Singleplayer,First-Person,Third Person,Retro,Old School,3D,,,,
Street Legal 1: REVision,Simulation,Racing,Driving,Destruction,Automobile Sim,Open World,Moddable,Immersive Sim,Physics,Exploration,Singleplayer,First-Person,Third Person,Retro,Old School,3D,,,,
Metro Simulator 2,Simulation,First-Person,3D,Realistic,Driving,Life Sim,Family Friendly,Immersive Sim,Colorful,Historical,Management,Artificial Intelligence,Time Manipulation,Linear,Score Attack,Singleplayer,Physics,6DOF,Trains,Transportation
"Flashing Lights: Police, Firefighting, Emergency Services Simulator",Third Person,Open World,Simulation,Action,Moddable,Driving,Early Access,Job Simulator,Mod,Third-Person Shooter,RPG,Shooter,Multiplayer,Online Co-Op,Tactical,Detective,Co-op,Sandbox,FPS,First-Person
CityDriver,Casual,Simulation,Realistic,Automobile Sim,First-Person,Driving,Atmospheric,Relaxing,Singleplayer,Indie,Open World,3D,Third Person,Modern,Moddable,Physics,Tutorial,Controller,Early Access,Hentai
Euro Truck Simulator 2 - Special Transport,Simulaatio,Indie,Ajopeli,Moninpeli,Avoin maailma,Yksinpeli,Realistinen,Haastava,,,,,,,,,,,,
Euro Truck Simulator 2 - Special Transport,���������,����������,��������,�������,������� ���,������������ ����,�����������,������,,,,,,,,,,,,
Euro Truck Simulator 2,Ajopeli,Joukkoliikenne,Simulaatio,Avoin maailma,Autosimulaatio,Realistinen,Modattava,Rentouttava,Tutkimusmatkailu,Immersiivinen simulaatio,Talous,Hallinnointi,Tunnelmallinen,Moninpeli,Ohjain,Perhepeli,3. persoona,Seikkailu,Ajanviete,Indie
Farming Simulator 19 - Season Pass,Simulation,,,,,,,,,,,,,,,,,,,
CityDriver,Ajanviete,Simulaatio,Realistinen,Autosimulaatio,1. persoona,Ajopeli,Tunnelmallinen,Rentouttava,Yksinpeli,Indie,Avoin maailma,3D,3. persoona,Moderni,Modattava,Fysiikka,Opetuspeli,Ohjain,Early Access,Hentai
Evergreen - Mountain Life Simulator,Simulation,Design & Illustration,Building,Immersive Sim,Relaxing,Sandbox,Singleplayer,Casual,Education,Family Friendly,Replay Value,First-Person,Base Building,Economy,3D,Management,Realistic,Destruction,Crafting,Open World
Car Detailing Simulator,Simulation,Automobile Sim,Singleplayer,Realistic,Design & Illustration,Racing,Indie,Casual,3D,Driving,Experimental,Building,Management,Immersive Sim,Education,Colorful,First-Person,Family Friendly,Retro,Stylized
Landlord's Super,Building,Simulation,Open World,Immersive Sim,Destruction,Life Sim,Base Building,Physics,RPG,First-Person,Sandbox,Singleplayer,3D,1980s,Atmospheric,Dystopian,Driving,Stylized,Adventure,Realistic
Engine Evolution 2023,Early Access,Action,Massively Multiplayer,Racing,Casual,PvP,Sports,Simulation,Arcade,Realistic,Automobile Sim,eSports,Immersive Sim,3D,Multiplayer,Third Person,First-Person,Historical,Artificial Intelligence,Driving
Cooking Simulator VR,Simulation,VR,Casual,Physics,Cooking,Singleplayer,3D,Realistic,Psychological Horror,Immersive Sim,Sandbox,Family Friendly,Management,Relaxing,First-Person,Funny,Multiplayer,Replay Value,Action,Comedy
SimRail - The Railway Simulator,Early Access,Trains,Simulation,Transportation,Multiplayer,Driving,Massively Multiplayer,Realistic,Singleplayer,Physics,Automobile Sim,Online Co-Op,Open World,Immersive Sim,Family Friendly,Exploration,3D,Experience,First-Person,Life Sim
Fast Food Manager,Simulation,Management,Economy,Cooking,Realistic,Resource Management,Strategy,Crafting,Sandbox,Singleplayer,First-Person,Idler,3D,Time Management,Immersive Sim,Casual,Atmospheric,Life Sim,Choose Your Own Adventure,6DOF
SuchArt: Genius Artist Simulator,Design & Illustration,Immersive Sim,Sandbox,FPS,3D,First-Person,Management,Cute,Relaxing,Funny,Casual,Simulation,Realistic,Colorful,Family Friendly,Atmospheric,Singleplayer,Cozy,Wholesome,Indie
Euro Truck Simulator 2,Driving,Transportation,Simulation,Open World,Automobile Sim,Realistic,Moddable,Relaxing,Exploration,Immersive Sim,Economy,Management,Atmospheric,Multiplayer,Controller,Family Friendly,Third Person,Adventure,Casual,Indie
Car For Sale Simulator 2023,Immersive Sim,Driving,Trading,FPS,Automobile Sim,Life Sim,Simulation,3D,First-Person,Open World,Conversation,Realistic,Family Friendly,Cinematic,America,Modern,Singleplayer,Inventory Management,Early Access,Indie
Cooking Simulator,Simulation,Cooking,Singleplayer,Realistic,Sandbox,Funny,Physics,First-Person,Family Friendly,Management,Relaxing,Crafting,Co-op,Resource Management,Comedy,Economy,Replay Value,Memes,Action,Female Protagonist
Golfie,Character Customization,Precision Platformer,Roguelike,Deckbuilding,Mini Golf,Puzzle,Multiplayer,Procedural Generation,Physics,Platformer,Roguelite,Dungeon Crawler,Card Game,Perma Death,Golf,Sports,Stylized,Singleplayer,Roguelike Deckbuilder,Strategy
